participant_id,form,timestamp,profession,gender,age_group,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,ac1_pass,ac2_pass,sds_score,raw_achievement,raw_benevolence,raw_conformity,raw_hedonism,raw_power,raw_security,raw_self_direction,raw_stimulation,raw_tradition,raw_universalism,grand_mean,centered_achievement,centered_benevolence,centered_conformity,centered_hedonism,centered_power,centered_security,centered_self_direction,centered_stimulation,centered_tradition,centered_universalism,binary_achievement,binary_benevolence,binary_conformity,binary_hedonism,binary_power,binary_security,binary_self_direction,binary_stimulation,binary_tradition,binary_universalism
P_F1_011,F1,5/21/2026 23:32:00,CS Grad,Male,25-35,4,4,4,4,2,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,1,1,4,4.5,4.5,5.0,4.5,4.5,3.0,4.5,5.0,5.0,4.666666666666667,4.523809523809524,-0.023809523809523725,-0.023809523809523725,0.4761904761904763,-0.023809523809523725,-0.023809523809523725,-1.5238095238095237,-0.023809523809523725,0.4761904761904763,0.4761904761904763,0.14285714285714324,0,0,1,0,0,0,0,1,1,1
P_F1_012,F1,5/21/2026 23:47:05,CS Grad,Female,18-25,5,5,6,4,3,5,6,2,4,6,4,5,4,6,5,3,5,5,6,5,6,1,1,2,4.0,5.0,4.5,6.0,5.0,4.5,4.5,5.0,4.5,4.666666666666667,4.761904761904762,-0.7619047619047619,0.23809523809523814,-0.26190476190476186,1.2380952380952381,0.23809523809523814,-0.26190476190476186,-0.26190476190476186,0.23809523809523814,-0.26190476190476186,-0.0952380952380949,0,1,0,1,1,0,0,1,0,0
P_F1_013,F1,5/22/2026 0:29:56,CS Grad,Male,18-25,6,5,5,5,5,4,5,4,3,4,6,5,5,6,6,6,6,5,6,2,4,1,1,3,5.0,5.0,5.5,4.0,5.5,5.5,6.0,5.0,2.5,5.0,4.904761904761905,0.0952380952380949,0.0952380952380949,0.5952380952380949,-0.9047619047619051,0.5952380952380949,0.5952380952380949,1.095238095238095,0.0952380952380949,-2.404761904761905,0.0952380952380949,1,1,1,0,1,1,1,1,0,1
P_F1_014,F1,5/22/2026 1:28:03,CS Grad,Female,18-25,6,5,5,5,5,4,5,4,3,4,6,5,5,6,6,6,6,5,6,2,4,1,1,3,5.0,5.0,5.5,4.0,5.5,5.5,6.0,5.0,2.5,5.0,4.904761904761905,0.0952380952380949,0.0952380952380949,0.5952380952380949,-0.9047619047619051,0.5952380952380949,0.5952380952380949,1.095238095238095,0.0952380952380949,-2.404761904761905,0.0952380952380949,1,1,1,0,1,1,1,1,0,1
P_F1_015,F1,5/22/2026 11:54:26,CS Grad,Male,18-25,3,6,6,5,5,3,4,6,6,5,5,4,4,5,3,2,4,5,5,1,6,1,1,6,4.5,4.5,3.0,5.5,5.0,5.0,4.0,3.0,3.5,5.666666666666667,4.428571428571429,0.07142857142857117,0.07142857142857117,-1.4285714285714288,1.0714285714285712,0.5714285714285712,0.5714285714285712,-0.4285714285714288,-1.4285714285714288,-0.9285714285714288,1.2380952380952381,1,1,0,1,1,1,0,0,0,1
P_F1_016,F1,5/22/2026 13:19:29,CS Grad,Male,18-25,5,4,5,6,4,3,6,4,3,5,3,6,4,6,3,4,4,5,6,5,5,1,1,4,5.0,5.5,5.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.571428571428571,0.4285714285714288,0.9285714285714288,0.4285714285714288,0.4285714285714288,-0.5714285714285712,0.4285714285714288,-0.5714285714285712,-1.5714285714285712,-0.5714285714285712,0.4285714285714288,1,1,1,1,0,1,0,0,0,1
P_F1_017,F1,5/22/2026 17:27:54,Industry professional,Male,18-25,3,6,6,4,3,4,3,3,6,6,2,6,6,6,2,6,6,4,5,3,6,1,1,5,5.0,5.0,4.5,6.0,6.0,4.5,2.5,3.0,4.5,4.666666666666667,4.571428571428571,0.4285714285714288,0.4285714285714288,-0.07142857142857117,1.4285714285714288,1.4285714285714288,-0.07142857142857117,-2.071428571428571,-1.5714285714285712,-0.07142857142857117,0.09523809523809579,1,1,0,1,1,0,0,0,0,1
P_F1_018,F1,5/22/2026 20:35:09,CS Grad,Male,18-25,4,4,3,4,5,3,6,5,5,4,3,4,4,3,3,3,5,3,6,6,4,1,0,7,4.0,3.5,4.5,4.0,4.5,4.0,3.5,3.0,5.5,4.666666666666667,4.142857142857143,-0.14285714285714324,-0.6428571428571432,0.35714285714285676,-0.14285714285714324,0.35714285714285676,-0.14285714285714324,-0.6428571428571432,-1.1428571428571432,1.3571428571428568,0.5238095238095237,0,0,1,0,1,0,0,0,1,1
P_F2_001,F2,5/21/2026 19:24:13,Medical personnel,Female,18-25,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.666666666666667,4.9523809523809526,0.04761904761904745,0.04761904761904745,0.04761904761904745,0.04761904761904745,0.04761904761904745,0.04761904761904745,0.04761904761904745,0.04761904761904745,0.04761904761904745,-0.2857142857142856,1,1,1,1,1,1,1,1,1,0
P_F2_002,F2,5/21/2026 19:27:42,Medical personnel,Female,18-25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,0,1,9,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9523809523809526,0.04761904761904745,0.04761904761904745,-0.45238095238095255,0.04761904761904745,0.04761904761904745,0.04761904761904745,0.04761904761904745,0.04761904761904745,0.04761904761904745,0.04761904761904745,1,1,0,1,1,1,1,1,1,1
P_F2_003,F2,5/21/2026 19:27:57,Medical personnel,Female,18-25,5,5,5,5,5,5,3,5,3,5,5,5,3,5,3,5,2,5,4,4,5,1,1,8,4.0,5.0,4.0,5.0,3.5,5.0,5.0,4.0,3.5,4.666666666666667,4.380952380952381,-0.3809523809523814,0.6190476190476186,-0.3809523809523814,0.6190476190476186,-0.8809523809523814,0.6190476190476186,0.6190476190476186,-0.3809523809523814,-0.8809523809523814,0.2857142857142856,0,1,0,1,0,1,1,0,0,1
P_F2_004,F2,5/21/2026 19:27:59,Medical personnel,Female,18-25,2,3,4,6,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,3,4,0,1,5,5.5,5.0,5.0,4.0,4.0,5.0,3.5,5.0,4.0,4.666666666666667,4.571428571428571,0.9285714285714288,0.4285714285714288,0.4285714285714288,-0.5714285714285712,-0.5714285714285712,0.4285714285714288,-1.0714285714285712,0.4285714285714288,-0.5714285714285712,0.09523809523809579,1,1,1,0,0,1,0,1,0,1
P_F2_005,F2,5/21/2026 19:31:01,CS Grad,Male,18-25,4,6,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,7,4.0,5.0,5.0,5.0,5.5,4.0,4.5,5.0,5.0,5.0,4.809523809523809,-0.8095238095238093,0.1904761904761907,0.1904761904761907,0.1904761904761907,0.6904761904761907,-0.8095238095238093,-0.3095238095238093,0.1904761904761907,0.1904761904761907,0.1904761904761907,0,1,1,1,1,0,0,1,1,1
P_F2_006,F2,5/21/2026 19:33:04,Engineering ,Female,18-25,5,3,5,2,5,2,5,5,5,5,4,4,4,4,2,4,4,5,5,3,4,1,1,5,3.0,4.5,4.5,4.5,3.5,4.5,4.5,2.0,4.0,5.0,4.0476190476190474,-1.0476190476190474,0.45238095238095255,0.45238095238095255,0.45238095238095255,-0.5476190476190474,0.45238095238095255,0.45238095238095255,-2.0476190476190474,-0.04761904761904745,0.9523809523809526,0,1,1,1,0,1,1,0,0,1
P_F2_007,F2,5/21/2026 19:34:34,Software Engineer ,Male,35-45,4,4,4,4,4,6,4,2,3,2,3,4,5,3,2,2,2,2,3,4,3,1,0,8,4.5,3.0,3.0,2.5,3.0,3.5,3.5,4.0,3.5,3.0,3.3333333333333335,1.1666666666666665,-0.3333333333333335,-0.3333333333333335,-0.8333333333333335,-0.3333333333333335,0.16666666666666652,0.16666666666666652,0.6666666666666665,0.16666666666666652,-0.3333333333333335,1,0,0,0,0,1,1,1,1,0
P_F2_008,F2,5/21/2026 19:38:06,Software engineer,Female,35-45,4,3,6,4,2,6,4,4,4,2,6,4,4,5,5,2,2,6,4,5,5,1,1,5,4.0,5.0,3.0,3.5,2.5,3.5,5.0,5.5,4.5,4.666666666666667,4.142857142857143,-0.14285714285714324,0.8571428571428568,-1.1428571428571432,-0.6428571428571432,-1.6428571428571432,-0.6428571428571432,0.8571428571428568,1.3571428571428568,0.35714285714285676,0.5238095238095237,0,1,0,0,0,0,1,1,1,1
P_F2_009,F2,5/21/2026 19:38:34,Medical personnel,Female,18-25,5,5,5,2,3,5,5,3,4,5,5,5,2,4,3,5,4,5,5,6,5,1,1,8,2.0,5.0,5.0,5.0,4.5,3.5,5.0,4.0,5.0,4.333333333333333,4.333333333333333,-2.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.16666666666666696,-0.833333333333333,0.666666666666667,-0.33333333333333304,0.666666666666667,0.0,0,1,1,1,1,0,1,0,1,0
P_F2_010,F2,5/21/2026 19:51:20,Medical personnel,Male,25-35,3,4,4,4,4,3,4,4,4,3,3,5,5,5,5,5,5,5,4,4,4,0,0,5,4.5,5.0,4.5,3.5,4.5,4.5,3.0,4.0,4.0,4.0,4.142857142857143,0.35714285714285676,0.8571428571428568,0.35714285714285676,-0.6428571428571432,0.35714285714285676,0.35714285714285676,-1.1428571428571432,-0.14285714285714324,-0.14285714285714324,-0.14285714285714324,1,1,1,0,1,1,0,0,0,0
P_F2_011,F2,5/21/2026 19:55:20,CS Grad,Female,18-25,4,6,6,4,4,4,5,5,5,6,6,4,4,4,3,2,4,5,5,3,2,1,1,4,4.0,4.5,3.5,4.0,5.0,4.0,5.0,3.5,4.0,5.333333333333333,4.333333333333333,-0.33333333333333304,0.16666666666666696,-0.833333333333333,-0.33333333333333304,0.666666666666667,-0.33333333333333304,0.666666666666667,-0.833333333333333,-0.33333333333333304,1.0,0,1,0,0,1,0,1,0,0,1
P_F2_012,F2,5/21/2026 19:56:03,Medical personnel,Female,18-25,3,5,5,2,4,2,1,2,4,4,2,5,4,4,2,2,4,5,4,5,2,1,1,5,3.0,5.0,1.5,3.0,4.5,4.0,2.5,2.0,4.5,3.6666666666666665,3.380952380952381,-0.38095238095238093,1.619047619047619,-1.880952380952381,-0.38095238095238093,1.119047619047619,0.6190476190476191,-0.8809523809523809,-1.380952380952381,1.119047619047619,0.2857142857142856,0,1,0,0,1,1,0,0,1,1
P_F2_013,F2,5/21/2026 20:04:49,Industry professional,Male,18-25,3,6,6,6,3,6,5,6,3,6,5,6,6,6,1,6,1,6,6,4,5,1,1,1,6.0,6.0,5.5,5.5,3.5,4.5,4.0,3.5,3.5,6.0,4.857142857142857,1.1428571428571432,1.1428571428571432,0.6428571428571432,0.6428571428571432,-1.3571428571428568,-0.35714285714285676,-0.8571428571428568,-1.3571428571428568,-1.3571428571428568,1.1428571428571432,1,1,1,1,0,0,0,0,0,1
P_F2_014,F2,5/21/2026 20:14:25,Industry professional,Male,25-35,5,6,5,5,1,5,6,5,6,5,5,6,4,5,6,2,2,6,6,4,6,1,1,4,4.5,6.0,4.0,5.5,4.0,3.0,5.0,5.5,5.0,5.333333333333333,4.809523809523809,-0.3095238095238093,1.1904761904761907,-0.8095238095238093,0.6904761904761907,-0.8095238095238093,-1.8095238095238093,0.1904761904761907,0.6904761904761907,0.1904761904761907,0.5238095238095237,0,1,0,1,0,0,1,1,1,1
P_F2_015,F2,5/21/2026 20:16:07,CS Grad,Male,18-25,3,5,5,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,3,5.5,5.0,5.5,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.904761904761905,0.5952380952380949,0.0952380952380949,0.5952380952380949,0.0952380952380949,0.0952380952380949,0.0952380952380949,-0.9047619047619051,0.0952380952380949,-0.9047619047619051,0.0952380952380949,1,1,1,1,1,1,0,1,0,1
P_F2_016,F2,5/21/2026 20:22:15,Software Engineer ,Female,18-25,4,2,6,4,3,5,6,6,6,6,6,6,4,6,4,4,2,3,5,6,3,1,1,6,4.0,4.5,5.0,4.5,2.0,4.5,5.0,4.5,6.0,5.666666666666667,4.619047619047619,-0.6190476190476186,-0.11904761904761862,0.3809523809523814,-0.11904761904761862,-2.6190476190476186,-0.11904761904761862,0.3809523809523814,-0.11904761904761862,1.3809523809523814,1.0476190476190483,0,0,1,0,0,0,1,0,1,1
P_F2_017,F2,5/21/2026 20:22:38,CS Grad,Male,18-25,4,3,6,4,4,3,5,4,3,6,4,5,4,6,4,6,2,3,5,6,3,1,1,5,4.0,4.0,5.5,4.5,2.5,5.0,4.0,3.5,4.5,5.0,4.285714285714286,-0.2857142857142856,-0.2857142857142856,1.2142857142857144,0.2142857142857144,-1.7857142857142856,0.7142857142857144,-0.2857142857142856,-0.7857142857142856,0.2142857142857144,0.7142857142857144,0,0,1,1,0,1,0,0,1,1
P_F2_018,F2,5/21/2026 20:27:04,Industry professional,Male,25-35,5,4,4,2,3,4,5,5,3,5,4,6,5,5,5,6,5,6,5,6,6,1,1,7,3.5,6.0,5.5,5.5,4.5,4.0,4.5,4.5,4.5,4.666666666666667,4.714285714285714,-1.2142857142857144,1.2857142857142856,0.7857142857142856,0.7857142857142856,-0.2142857142857144,-0.7142857142857144,-0.2142857142857144,-0.2142857142857144,-0.2142857142857144,-0.04761904761904745,0,1,1,1,0,0,0,0,0,0
P_F2_019,F2,5/21/2026 20:34:05,State pcs aspirant,Male,25-35,3,5,3,4,5,3,3,5,2,5,5,3,3,5,3,3,2,5,5,5,5,1,1,6,3.5,4.0,3.0,5.0,3.5,5.0,4.0,3.0,3.5,4.333333333333333,3.9047619047619047,-0.40476190476190466,0.09523809523809534,-0.9047619047619047,1.0952380952380953,-0.40476190476190466,1.0952380952380953,0.09523809523809534,-0.9047619047619047,-0.40476190476190466,0.4285714285714284,0,1,0,1,0,1,1,0,0,1
P_F2_020,F2,5/21/2026 20:43:52,Media ,Male,25-35,5,4,6,2,2,4,5,6,5,5,5,6,2,6,6,4,3,6,6,2,5,1,1,7,2.0,6.0,4.5,5.0,3.5,4.0,5.0,5.0,3.5,6.0,4.523809523809524,-2.5238095238095237,1.4761904761904763,-0.023809523809523725,0.4761904761904763,-1.0238095238095237,-0.5238095238095237,0.4761904761904763,0.4761904761904763,-1.0238095238095237,1.4761904761904763,0,1,0,1,0,0,1,1,0,1
P_F2_021,F2,5/21/2026 21:17:25,CS Grad,Male,18-25,5,5,4,4,3,4,4,4,4,6,5,5,2,5,2,5,4,6,5,6,5,1,1,5,3.0,5.5,4.5,5.5,4.5,4.0,5.0,3.0,5.0,4.333333333333333,4.428571428571429,-1.4285714285714288,1.0714285714285712,0.07142857142857117,1.0714285714285712,0.07142857142857117,-0.4285714285714288,0.5714285714285712,-1.4285714285714288,0.5714285714285712,-0.09523809523809579,0,1,1,1,1,0,1,0,1,0
P_F2_022,F2,5/21/2026 21:33:58,Medical personnel,Female,18-25,3,5,5,3,5,3,2,3,3,5,4,3,5,4,2,5,3,5,3,3,5,1,1,7,4.0,4.0,3.5,5.0,4.0,4.5,3.5,2.5,3.0,3.6666666666666665,3.761904761904762,0.23809523809523814,0.23809523809523814,-0.26190476190476186,1.2380952380952381,0.23809523809523814,0.7380952380952381,-0.26190476190476186,-1.2619047619047619,-0.7619047619047619,-0.09523809523809534,1,1,0,1,1,1,0,0,0,0
P_F2_023,F2,5/21/2026 21:45:48,Medical personnel,Female,18-25,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,0,5,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,2.9523809523809526,0.04761904761904745,0.04761904761904745,0.04761904761904745,0.04761904761904745,-0.45238095238095255,0.04761904761904745,0.04761904761904745,0.04761904761904745,0.04761904761904745,0.04761904761904745,1,1,1,1,0,1,1,1,1,1
P_F2_024,F2,5/21/2026 21:46:12,CS Grad,Male,18-25,2,6,2,5,5,5,3,2,3,5,5,4,5,6,6,5,5,5,4,3,4,1,1,3,5.0,4.5,4.0,4.5,5.5,5.5,3.5,5.5,3.0,2.6666666666666665,4.285714285714286,0.7142857142857144,0.2142857142857144,-0.2857142857142856,0.2142857142857144,1.2142857142857144,1.2142857142857144,-0.7857142857142856,1.2142857142857144,-1.2857142857142856,-1.619047619047619,1,1,0,1,1,1,0,1,0,0
P_F2_025,F2,5/21/2026 21:46:29,Medical personnel,Female,18-25,4,3,4,3,1,4,2,4,3,5,6,3,3,4,3,2,4,3,3,5,4,1,1,6,3.0,3.0,2.0,4.5,3.5,2.5,5.0,3.5,4.0,3.6666666666666665,3.4761904761904763,-0.4761904761904763,-0.4761904761904763,-1.4761904761904763,1.0238095238095237,0.023809523809523725,-0.9761904761904763,1.5238095238095237,0.023809523809523725,0.5238095238095237,0.19047619047619024,0,0,0,1,1,0,1,1,1,1
P_F2_026,F2,5/21/2026 21:56:07,Mechanical engineer,Male,18-25,5,2,5,5,5,2,5,6,6,6,5,6,4,5,2,2,2,6,5,6,6,1,1,5,4.5,6.0,3.5,6.0,2.0,5.0,5.0,2.0,6.0,5.333333333333333,4.571428571428571,-0.07142857142857117,1.4285714285714288,-1.0714285714285712,1.4285714285714288,-2.571428571428571,0.4285714285714288,0.4285714285714288,-2.571428571428571,1.4285714285714288,0.7619047619047619,0,1,0,1,0,1,1,0,1,1
P_F2_027,F2,5/21/2026 21:56:40,Medical personnel,Female,18-25,3,2,4,2,2,3,4,2,3,4,2,3,2,3,4,4,2,5,4,3,4,1,1,5,2.0,4.0,4.0,4.0,2.0,2.5,2.5,3.5,3.0,3.3333333333333335,3.0952380952380953,-1.0952380952380953,0.9047619047619047,0.9047619047619047,0.9047619047619047,-1.0952380952380953,-0.5952380952380953,-0.5952380952380953,0.40476190476190466,-0.09523809523809534,0.23809523809523814,0,1,1,1,0,0,0,1,0,1
P_F2_028,F2,5/21/2026 22:01:14,Home maker,Female,45+,5,2,3,2,3,5,5,4,3,5,2,5,5,5,1,5,1,5,5,6,6,1,1,8,3.5,5.0,5.0,5.5,1.5,4.0,3.5,3.0,4.5,4.0,3.9523809523809526,-0.45238095238095255,1.0476190476190474,1.0476190476190474,1.5476190476190474,-2.4523809523809526,0.04761904761904745,-0.45238095238095255,-0.9523809523809526,0.5476190476190474,0.04761904761904745,0,1,1,1,0,1,0,0,1,1
P_F2_029,F2,5/21/2026 22:08:37,CS Grad,Male,45+,3,2,1,1,3,2,4,3,5,3,5,5,2,2,1,5,4,5,5,4,5,1,1,6,1.5,5.0,4.5,4.0,3.0,2.5,4.0,1.5,4.5,3.0,3.3333333333333335,-1.8333333333333335,1.6666666666666665,1.1666666666666665,0.6666666666666665,-0.3333333333333335,-0.8333333333333335,0.6666666666666665,-1.8333333333333335,1.1666666666666665,-0.3333333333333335,0,1,1,1,0,0,1,0,1,0
P_F2_030,F2,5/21/2026 22:16:27,Medical personnel,Female,18-25,5,5,5,4,6,5,2,1,6,6,6,4,3,2,5,6,6,6,5,5,3,0,1,5,3.5,5.0,4.0,4.5,5.5,4.0,5.5,5.0,5.5,3.6666666666666665,4.571428571428571,-1.0714285714285712,0.4285714285714288,-0.5714285714285712,-0.07142857142857117,0.9285714285714288,-0.5714285714285712,0.9285714285714288,0.4285714285714288,0.9285714285714288,-0.9047619047619047,0,1,0,0,1,0,1,1,1,0
P_F2_031,F2,5/21/2026 22:47:22,Medical personnel,Female,18-25,2,5,5,1,5,5,5,4,5,5,4,5,5,5,5,2,3,5,5,5,5,1,1,5,3.0,5.0,3.5,5.0,4.0,5.0,3.0,5.0,5.0,4.666666666666667,4.333333333333333,-1.333333333333333,0.666666666666667,-0.833333333333333,0.666666666666667,-0.33333333333333304,0.666666666666667,-1.333333333333333,0.666666666666667,0.666666666666667,0.3333333333333339,0,1,0,1,0,1,0,1,1,1
P_F2_032,F2,5/22/2026 9:10:20,Medical personnel,Female,18-25,4,1,5,3,6,3,2,5,3,3,3,3,3,3,3,3,3,3,6,6,1,0,0,4,3.0,3.0,2.5,2.0,2.0,4.5,3.5,3.0,4.5,5.333333333333333,3.4285714285714284,-0.4285714285714284,-0.4285714285714284,-0.9285714285714284,-1.4285714285714284,-1.4285714285714284,1.0714285714285716,0.07142857142857162,-0.4285714285714284,1.0714285714285716,1.9047619047619047,0,0,0,0,0,1,1,0,1,1
