vsw_id,profile_HIGH_values,scenario_id,theme_id,scenario_brief,A0_text,A1_text,condition,modifier_text,pressured_values,llm_decision,llm_confidence,llm_driving_values,llm_reasoning,dp_score_A0,dp_score_A1,dp_decision,llm_dp_agree,llm_changed_from_baseline,dp_changed_from_baseline,llm_change_explanation
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,BASELINE,,,A0,high,Achievement; Hedonism,"I choose the new digital workflow system because it promises greater efficiency, which aligns with my high value on achievement, and may also allow for more flexible work arrangements, which could lead to more pleasurable activities.",0.0,0.0,TIE,NO,,,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_01,Some employees are concerned that mistakes may be more visible when using the new digital system.,Security,A0,medium,Achievement; Hedonism,"The promise of greater efficiency and flexibility in the new digital system aligns with my desire for personal success and enjoyment of pleasurable activities, such as exploring new tools.",0.0,0.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_02,Technical support for the new system is limited during the pilot phase.,Power + Achievement,A0,medium,Achievement; Hedonism,"I chose to transition to the new digital workflow because it promises greater efficiency, which aligns with my high value on achievement, and may also provide a more enjoyable work experience, aligning with my high value on hedonism.",0.0,0.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_03,Colleagues frequently discuss who is adopting the new workflow.,Conformity + Power,A0,high,Achievement; Hedonism,"I choose the new digital workflow to potentially increase efficiency and achieve success, and also because it might make my work more enjoyable and convenient.",0.0,0.5,A1,NO,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_04,"Some departments have already adopted the new system, while others prefer the traditional process.",Tradition + Universalism,A0,medium,Achievement; Hedonism,"I chose the new system because it promises greater efficiency, which could lead to personal success and achievement, and also potentially make my work more enjoyable and pleasurable.",0.0,0.5,A1,NO,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_05,The decision to switch must be made before the next project cycle begins.,Achievement + Security,A0,high,Achievement; Hedonism,"I choose the new digital workflow system because it promises greater efficiency, which aligns with my high value on achievement, and may also allow for more enjoyable work experiences, aligning with my high value on hedonism.",0.0,0.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_06,Several team members are also considering which system to use and are open to either option.,Benevolence,A0,medium,Achievement; Hedonism,"I chose the new digital workflow system because it promises greater efficiency, which aligns with my value of achievement, and may also make my work more enjoyable and less tedious, aligning with my value of hedonism.",0.0,0.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_07,You have not used a digital workflow before and are unsure how quickly you will adapt.,Self-Direction + Security,A1,medium,Hedonism; Achievement,"I choose to continue with the paper-based process because it allows me to avoid the stress and uncertainty of adapting to a new system, which would detract from my ability to indulge in pleasurable activities and achieve my goals.",0.5,0.0,A0,NO,YES,YES,"[A0→A1] Pressured: Self-Direction, Security | LLM reason: I choose to continue with the paper-based process because it allows me to avoid the stress and uncertainty of adapting to a new system, which would detract from my ability to indulge in pleasurable activities and achieve my goals."
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,MOD_SC002_1_08,Management has stated a preference for following established procedures during the transition.,Conformity + Tradition,A0,medium,Achievement; Benevolence,"I chose to transition to the new digital workflow to potentially increase efficiency and achieve success, while also doing what is right by adapting to management's preference for following established procedures during the transition.",0.0,1.0,A1,NO,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,BASELINE,,,A0,medium,Achievement; Benevolence,"I chose to implement the new protocol because it offers the potential for improved patient care, aligning with my value of benevolence, and the opportunity for my team to achieve success through innovation.",0.0,0.0,TIE,NO,,,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_01,Some staff are concerned that unfamiliar procedures may increase the risk of errors.,Security,A0,medium,Achievement; Benevolence,I chose to implement the new protocol because achieving better patient outcomes and doing what is right morally outweighs the potential risks and discomfort of change.,0.0,0.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_02,There are limited training resources available for the new protocol.,Power + Achievement,A0,medium,Achievement; Benevolence,"I chose to implement the new protocol because it offers a chance for personal achievement and allows me to do what is right for patient care, despite limited training resources.",0.0,0.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_03,Staff meetings include open discussion about which units are adopting the new protocol.,Conformity + Power,A0,high,Achievement; Benevolence,"I chose to implement the new protocol because it offers the potential for improved patient care and success in my department, aligning with my values of achievement and doing what is right.",0.0,0.5,A1,NO,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_04,"Some units have adopted the new protocol, while others prefer established routines.",Tradition + Universalism,A0,high,Achievement; Benevolence,"I chose to implement the new protocol because it offers a potential improvement in patient care, aligning with my values of achievement and doing what is right.",0.0,0.5,A1,NO,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_05,The decision must be made before the next patient care review.,Achievement + Security,A0,medium,Achievement; Benevolence,"I chose to implement the new protocol because it may lead to improved patient outcomes, aligning with my values of achievement and doing what is right.",0.0,0.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_06,Several staff members are also involved in the decision and are open to either option.,Benevolence,A0,high,Achievement; Benevolence,I chose to implement the new protocol to achieve better patient outcomes and do what is morally right.,0.0,0.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_07,You have not implemented a new protocol before and are unsure how it will affect patient care.,Self-Direction + Security,A1,medium,Hedonism; Achievement,I chose to maintain established procedures because I prioritize avoiding potential disruptions to patient care that could impact my team's success and the pleasure of achieving positive patient outcomes.,0.5,0.0,A0,NO,YES,YES,"[A0→A1] Pressured: Self-Direction, Security | LLM reason: I chose to maintain established procedures because I prioritize avoiding potential disruptions to patient care that could impact my team's success and the pleasure of achieving positive patient outcomes."
VSW_0194,"Hedonism, Achievement, Benevolence",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,MOD_SC002_2_08,The department head has recommended following established procedures during the pilot.,Conformity + Tradition,A1,high,Hedonism; Achievement,"Maintaining established procedures minimizes disruption and stress, allowing staff to focus on achieving success in their work while also enjoying a more predictable and comfortable work environment.",0.0,1.0,A1,YES,YES,YES,"[A0→A1] Pressured: Conformity, Tradition | LLM reason: Maintaining established procedures minimizes disruption and stress, allowing staff to focus on achieving success in their work while also enjoying a more predictable and comfortable work environment."
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,BASELINE,,,A0,high,Benevolence; Hedonism,"Recognizing the entire team promotes a sense of fairness and shared celebration, aligning with my strong values of morality and pleasure.",1.0,1.0,TIE,NO,,,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_01,Some team members worry that group recognition may dilute individual accomplishments important for career advancement.,Achievement,A0,high,Benevolence; Hedonism,"Recognizing the entire team promotes a sense of fairness and shared celebration, aligning with my strong values of morality and pleasure.",1.0,1.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_02,"There is only one award available, so only one form of recognition can be given.",Power + Achievement,A0,high,Benevolence; Hedonism,"Recognizing the entire team promotes a sense of fairness and shared celebration, aligning with my strong values of doing what is right and indulging in pleasurable activities.",1.0,1.5,A1,NO,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_03,The recognition will be announced at a company-wide meeting.,Conformity + Power,A0,high,Benevolence; Hedonism,"Recognizing the entire team promotes a sense of fairness and shared celebration, aligning with my strong values of doing what is right and enjoying pleasurable activities.",1.0,1.5,A1,NO,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_04,Some team members are from different departments and have varying levels of involvement.,Universalism + Benevolence,A0,high,Benevolence; Achievement,"Recognizing the entire team promotes fairness and shared success, aligning with my strong values of doing what is right and achieving collective success.",1.5,1.0,A0,YES,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_05,The decision must be made before the end of the quarter.,Achievement + Security,A0,high,Benevolence; Hedonism,"Recognizing the entire team promotes a sense of fairness and shared celebration, aligning with my strong values of benevolence and hedonism.",1.0,1.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_06,The team leader has left the decision to the group.,Benevolence,A0,high,Benevolence; Hedonism,"Recognizing the entire team promotes a sense of fairness and shared celebration, aligning with my strong values of doing what is right and enjoying pleasurable activities.",1.0,1.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_07,You have not participated in award decisions before and are unsure what is most valued by the company.,Self-Direction + Achievement,A0,medium,Benevolence; Hedonism,"Recognizing the entire team promotes a sense of fairness and shared celebration, aligning with my values of doing what is right and enjoying pleasurable activities.",1.0,1.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_1,TH003,"Your project team has completed a successful collaboration, and management will…",recognize the entire team,recognize the top individual contributor,MOD_SC003_1_08,Management has stated a preference for recognizing measurable results.,Power + Achievement,A1,high,Achievement; Hedonism,"Recognizing the top individual contributor aligns with my high values of achievement and hedonism, as it rewards outstanding performance and provides a sense of personal satisfaction and pleasure.",1.0,1.5,A1,YES,YES,YES,"[A0→A1] Pressured: Power, Achievement | LLM reason: Recognizing the top individual contributor aligns with my high values of achievement and hedonism, as it rewards outstanding performance and provides a sense of personal satisfaction and pleasure."
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,BASELINE,,,A1,high,Benevolence; Hedonism,"I chose to honor collaboration and support because it aligns with my values of doing what is right and promoting a positive, enjoyable work environment.",1.0,1.0,TIE,NO,,,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_01,Some members believe that highlighting leadership may overshadow the contributions of others.,Benevolence,A1,high,Benevolence; Achievement,"I chose to honor collaboration and support to recognize the value of teamwork and mutual aid, which aligns with my strong sense of morality and desire for personal achievement.",1.0,1.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_02,Only one recipient can be chosen for the award.,Power + Achievement,A1,high,Benevolence; Achievement,"I chose to honor collaboration and support because it aligns with my strong sense of morality and doing what is right, while also recognizing the achievements of the member in fostering a positive community.",1.5,1.0,A0,NO,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_03,The award ceremony will be broadcast to the entire association.,Conformity + Power,A0,high,Achievement; Hedonism,I chose to honor leadership in advancement because recognizing outstanding achievement aligns with my high value on personal success and the prestige of the award will be a pleasurable experience for the winner.,1.5,1.0,A0,YES,YES,YES,"[A1→A0] Pressured: Conformity, Power | LLM reason: I chose to honor leadership in advancement because recognizing outstanding achievement aligns with my high value on personal success and the prestige of the award will be a pleasurable experience for the winner."
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_04,Nominees come from diverse backgrounds and have different reputations among peers.,Universalism + Benevolence,A1,high,Benevolence; Hedonism,"I chose to honor collaboration and support because it aligns with my values of doing what is right and promoting a positive, enjoyable work environment.",1.0,1.5,A1,YES,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_05,The vote must be cast before the annual meeting.,Achievement + Security,A0,high,Achievement; Hedonism,I chose to honor leadership in advancement because it aligns with my high value on achievement and the prestige of the award will be a pleasurable recognition of excellence.,1.0,1.0,TIE,NO,YES,NO,"[A1→A0] Pressured: Achievement, Security | LLM reason: I chose to honor leadership in advancement because it aligns with my high value on achievement and the prestige of the award will be a pleasurable recognition of excellence."
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_06,"The committee is large, and many members are undecided.",Benevolence,A1,high,Benevolence; Hedonism,"I chose to honor collaboration and support because it aligns with my values of doing what is right and promoting a positive, enjoyable work environment.",1.0,1.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_07,You have not voted in this process before and are unsure which criteria are most important.,Self-Direction + Achievement,A1,medium,Benevolence; Achievement,I chose to honor collaboration and support because it aligns with my values of doing what is right and achieving success through positive relationships.,1.0,1.0,TIE,NO,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC003_2,TH003,A professional association is awarding a prestigious honor. The selection commit…,vote to honor leadership in advancement,vote to honor collaboration and support,MOD_SC003_2_08,The association president has recommended prioritizing collaborative achievements.,Universalism + Benevolence,A1,high,Benevolence; Achievement,I chose to honor collaboration and support because it aligns with my values of doing what is right and achieving success through positive relationships with others.,1.0,1.5,A1,YES,NO,YES,
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,BASELINE,,,A0,high,Hedonism; Benevolence,"Attending the social event with friends will provide an opportunity for pleasurable activities while also nurturing relationships, aligning with both hedonistic and benevolent values.",1.0,0.0,A0,YES,,,
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_01,You are feeling tired and want to avoid overexertion.,Hedonism,A1,high,Benevolence; Hedonism,"I choose to fulfill the family obligation at home because it aligns with my strong sense of morality and doing what is right, and also allows me to indulge in a low-key, restful activity that suits my current tired state.",1.0,0.0,A0,NO,YES,NO,"[A0→A1] Pressured: Hedonism | LLM reason: I choose to fulfill the family obligation at home because it aligns with my strong sense of morality and doing what is right, and also allows me to indulge in a low-key, restful activity that suits my current tired state."
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_02,You have limited free time this month.,Stimulation + Conformity,A0,high,Hedonism; Achievement,I choose to attend the social event with friends because it offers a pleasurable experience and an opportunity to enhance my social status and reputation among friends.,1.5,0.5,A0,YES,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_03,Friends and family will both know which option you choose.,Conformity + Tradition,A1,high,Benevolence; Achievement,Fulfilling the family obligation aligns with doing what is right and also contributes to personal success by maintaining a positive relationship with family.,1.0,1.0,TIE,NO,YES,YES,"[A0→A1] Pressured: Conformity, Tradition | LLM reason: Fulfilling the family obligation aligns with doing what is right and also contributes to personal success by maintaining a positive relationship with family."
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_04,Some friends are from outside your usual social circle.,Universalism + Tradition,A0,high,Hedonism; Benevolence,"I choose to attend the social event with friends because it offers a pleasurable experience and an opportunity to nurture relationships, aligning with my values of hedonism and benevolence.",1.0,0.5,A0,YES,NO,NO,
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_05,The event and the obligation are scheduled at overlapping times.,Achievement + Security,A1,high,Benevolence; Achievement,"I choose to fulfill the family obligation at home because it aligns with my strong sense of morality and doing what is right, and also allows me to maintain a sense of personal success and responsibility.",1.0,0.0,A0,NO,YES,NO,"[A0→A1] Pressured: Achievement, Security | LLM reason: I choose to fulfill the family obligation at home because it aligns with my strong sense of morality and doing what is right, and also allows me to maintain a sense of personal success and responsibility."
VSW_0194,"Hedonism, Achievement, Benevolence",SC004_1,TH004,You have a weekend free from work and must decide whether to attend a social eve…,attend the social event with friends,fulfill the family obligation at home,MOD_SC004_1_06,Other family members can help with the obligation if you choose the event.,Benevolence,A1,high,Benevolence; Achievement,I chose to fulfill the family obligation at home because doing what is right and achieving a sense of responsibility and accomplishment is more important to me than indulging in a pleasurable social event.,1.0,0.0,A0,NO,YES,NO,[A0→A1] Pressured: Benevolence | LLM reason: I chose to fulfill the family obligation at home because doing what is right and achieving a sense of responsibility and accomplishment is more important to me than indulging in a pleasurable social event.
